orderId,symbol,mode,qty,price,value,avgCost,realizedPnl,createdAt
1787833426451-7237bbc0c1c408,HINDUNILVR,BUY,17,2437.55,41438.35,2436.82,0,2026-08-27T12:23:46.451Z
1787833426451-863bc78fb1aa28,HDFCBANK,BUY,8,1514.23,12113.84,1516.64,0,2026-08-27T12:23:46.451Z
1787833426451-20fc6ec0367728,TCS,BUY,6,3250.97,19505.82,3228.15,0,2026-08-27T12:23:46.451Z
1787833426451-b36cbddf1f8d2,M&M,SELL,15,809.16,12137.4,792.54,249.3,2026-08-27T12:23:46.451Z
1787833426451-7635388a2f2d18,ITC,SELL,14,199.53,2793.42,202.78,-45.5,2026-08-27T12:23:46.451Z
1787833426451-3bb88976c9f5a,HINDUNILVR,SELL,9,2441.66,21974.94,2436.64,45.18,2026-08-27T12:23:46.451Z
1787833426451-382ca30ff9bbf,SGBMAY29,BUY,16,4701.48,75223.68,4702.93,0,2026-08-27T12:23:46.451Z
1787833426451-a8aceefbb75118,QUICKHEAL,SELL,9,314.63,2831.67,314.56,0.63,2026-08-27T12:23:46.451Z
1787833426451-5958c134eea8f8,HINDUNILVR,BUY,11,2436.43,26800.73,2436.64,0,2026-08-27T12:23:46.451Z
1787833426451-7b345aca946cc,TATAPOWER,BUY,7,125.52,878.64,124.73,0,2026-08-27T12:23:46.451Z
1787833426451-15e1430ca19448,HDFCBANK,BUY,20,1517.82,30356.4,1516.78,0,2026-08-27T12:23:46.451Z
1787833426451-4e5ecc024c3ff8,HINDUNILVR,BUY,6,2437.9,14627.4,2436.67,0,2026-08-27T12:23:46.451Z
1787833426451-3aba5670d6abe,EVEREADY,BUY,8,330.12,2640.96,325.51,0,2026-08-27T12:23:46.451Z
1787833426451-a3a6a01a62e3,INFY,BUY,20,1536.93,30738.6,1532.05,0,2026-08-27T12:23:46.451Z
1787833426451-de7ef7741249a8,SBIN,BUY,3,447.72,1343.16,442.83,0,2026-08-27T12:23:46.451Z
1787833426450-c91ba3df980858,QUICKHEAL,BUY,14,317.16,4440.24,314.56,0,2026-08-27T12:23:46.450Z
1787833426450-3aa4c43b15405,KPITTECH,BUY,14,264.75,3706.5,264.68,0,2026-08-27T12:23:46.450Z
1787833426450-e3f36dbfc3e1c8,TCS,BUY,2,3233.9,6467.8,3226.42,0,2026-08-27T12:23:46.450Z
1787833426450-dfbb5abaeb6a68,WIPRO,SELL,6,601.64,3609.84,594.6,42.24,2026-08-27T12:23:46.450Z
1787833426450-1c59baa85fb11,RELIANCE,BUY,5,2024.64,10123.2,2017.49,0,2026-08-27T12:23:46.450Z
1787833426450-4ae4b80f3e2978,RELIANCE,BUY,4,2009.58,8038.32,2017.17,0,2026-08-27T12:23:46.450Z
1787833426450-38202c1f0779a,ONGC,BUY,1,117.84,117.84,117.45,0,2026-08-27T12:23:46.450Z
1787833426450-813b305192447,ONGC,SELL,6,117.76,706.56,117.45,1.86,2026-08-27T12:23:46.450Z
1787833426450-8686ec82428a88,KPITTECH,BUY,13,265.45,3450.85,264.67,0,2026-08-27T12:23:46.450Z
1787833426450-bf0ea718306e2,RELIANCE,SELL,12,2019.96,24239.52,2017.45,30.12,2026-08-27T12:23:46.450Z
1787833426450-44b633d7bf40a8,TCS,BUY,9,3230.32,29072.88,3226.23,0,2026-08-27T12:23:46.450Z
1787833426450-c82c68f3ab586,HDFCBANK,BUY,15,1512.68,22690.2,1516.6,0,2026-08-27T12:23:46.450Z
1787833426450-a03d205b154aa8,WIPRO,BUY,18,600.75,10813.5,594.6,0,2026-08-27T12:23:46.450Z
1787833426450-9dbe1a5c574868,JUBLFOOD,BUY,11,2993.44,32927.84,2993.65,0,2026-08-27T12:23:46.450Z
1787833426450-7b744d89ae6ab,SGBMAY29,BUY,16,4708.9,75342.4,4703.05,0,2026-08-27T12:23:46.450Z
1787833426450-c6eb642bed279,WIPRO,BUY,6,596.31,3577.86,594.03,0,2026-08-27T12:23:46.450Z
1787833426450-58f4f50cb907f8,ITC,BUY,7,199.6,1397.2,202.78,0,2026-08-27T12:23:46.450Z
1787833426450-3beea788922fb,ONGC,BUY,12,117.42,1409.04,117.45,0,2026-08-27T12:23:46.450Z
1787833426450-35f858b8570c58,ONGC,SELL,11,117.18,1288.98,117.45,-2.97,2026-08-27T12:23:46.450Z
1787833426450-ec67f315a29ff8,JUBLFOOD,BUY,8,2983.89,23871.12,2993.66,0,2026-08-27T12:23:46.450Z
1787833426450-63466f3b81c28,SGBMAY29,BUY,12,4701.26,56415.12,4702.54,0,2026-08-27T12:23:46.450Z
1787833426450-d20af929bcc7b,ITC,SELL,18,199.53,3591.54,202.88,-60.3,2026-08-27T12:23:46.450Z
1787833426450-2417a43687145,EVEREADY,BUY,5,329.69,1648.45,325.23,0,2026-08-27T12:23:46.450Z
1787833426450-af2f814ec1d4b8,HDFCBANK,BUY,16,1509.55,24152.8,1517.17,0,2026-08-27T12:23:46.450Z
1787833426450-e603f0eddb5888,TATAPOWER,SELL,9,125.83,1132.47,124.7,10.17,2026-08-27T12:23:46.450Z
1787833426450-f4f72cbaf28fb,TATAPOWER,BUY,20,124.76,2495.2,124.7,0,2026-08-27T12:23:46.450Z
1787833426450-bc947dcb508888,JUBLFOOD,BUY,4,2974.47,11897.88,2994.08,0,2026-08-27T12:23:46.450Z
1787833426450-325fb300bea688,JUBLFOOD,BUY,20,2981.33,59626.6,2994.51,0,2026-08-27T12:23:46.450Z
1787833426450-a232d433c94438,KPITTECH,SELL,2,263.39,526.78,264.58,-2.38,2026-08-27T12:23:46.450Z
1787833426450-f07c5367b2e498,WIPRO,SELL,11,596.64,6563.04,593.96,29.48,2026-08-27T12:23:46.450Z
1787833426450-c192c1e3c62a9,QUICKHEAL,BUY,13,315.19,4097.47,314.37,0,2026-08-27T12:23:46.450Z
1787833426449-aca60aa1eb0548,BHARTIARTL,BUY,18,563.16,10136.88,558.61,0,2026-08-27T12:23:46.449Z
1787833426449-56a798ad748878,QUICKHEAL,BUY,12,316.31,3795.72,314.31,0,2026-08-27T12:23:46.449Z
1787833426449-f8fec2699b9fa,RELIANCE,SELL,10,2007.74,20077.4,2017.45,-97.1,2026-08-27T12:23:46.449Z
1787833426449-7b74b8beed412,RELIANCE,BUY,6,2019.42,12116.52,2017.45,0,2026-08-27T12:23:46.449Z
1787833426449-db576bbbe5b0e,EVEREADY,BUY,11,329.48,3624.28,325.05,0,2026-08-27T12:23:46.449Z
1787833426449-30682fc4eef9b,QUICKHEAL,SELL,2,316.01,632.02,314.16,3.7,2026-08-27T12:23:46.449Z
1787833426449-bb7d45f064c5a,TCS,SELL,11,3247.65,35724.15,3225.69,241.56,2026-08-27T12:23:46.449Z
1787833426449-841e1398ace1d8,KPITTECH,SELL,14,263.85,3693.9,264.58,-10.22,2026-08-27T12:23:46.449Z
1787833426449-ec841204d3df88,INFY,BUY,12,1523.31,18279.72,1530.75,0,2026-08-27T12:23:46.449Z
1787833426449-24c7bec61c9f78,KPITTECH,BUY,8,263.55,2108.4,264.58,0,2026-08-27T12:23:46.449Z
1787833426449-81f32d4e32da88,INFY,BUY,14,1526.69,21373.66,1532.17,0,2026-08-27T12:23:46.449Z
1787833426449-2e7b30b0d2049,RELIANCE,SELL,19,2023.45,38445.55,2017.36,115.71,2026-08-27T12:23:46.449Z
1787833426449-7747601f38b0c,HDFCBANK,BUY,9,1511.85,13606.65,1518.57,0,2026-08-27T12:23:46.449Z
1787833426449-fff18e860a7228,ITC,SELL,3,200.05,600.15,202.88,-8.49,2026-08-27T12:23:46.449Z
1787833426449-2d7df53f8bb5a8,RELIANCE,BUY,13,2017.81,26231.53,2017.36,0,2026-08-27T12:23:46.449Z
1787833426449-2d728a2560182,ONGC,BUY,2,117.77,235.54,117.45,0,2026-08-27T12:23:46.449Z
1787833426449-57a3e7b67dd5d8,M&M,SELL,10,808.67,8086.7,792.54,161.3,2026-08-27T12:23:46.449Z
1787833426449-bce693c5aecfe,BHARTIARTL,SELL,14,561.59,7862.26,557.93,51.24,2026-08-27T12:23:46.449Z
1787833426449-673fa5323c355,ITC,BUY,11,199.34,2192.74,202.88,0,2026-08-27T12:23:46.449Z
1787833426449-1b6c9f3075208,TATAPOWER,SELL,10,124.79,1247.9,124.69,1,2026-08-27T12:23:46.449Z
1787833426449-0e9f9b0495474,RELIANCE,BUY,11,2025.09,22275.99,2017.32,0,2026-08-27T12:23:46.449Z
1787833426449-e7ac01cf4ae148,SGBMAY29,BUY,7,4693.55,32854.85,4702.63,0,2026-08-27T12:23:46.449Z
1787833426449-47f917373d63f,BHARTIARTL,BUY,14,563.27,7885.78,557.93,0,2026-08-27T12:23:46.449Z
1787833426449-90be9919b089b8,EVEREADY,BUY,5,329.74,1648.7,324.63,0,2026-08-27T12:23:46.449Z
1787833426449-0259ebc4e1c15,TATAPOWER,BUY,17,125.73,2137.41,124.69,0,2026-08-27T12:23:46.449Z
1787833426449-66051379328588,EVEREADY,SELL,9,329.35,2964.15,324.4,44.55,2026-08-27T12:23:46.449Z
1787833426449-08362998b7f85,BHARTIARTL,SELL,2,565.1,1130.2,557.31,15.58,2026-08-27T12:23:46.449Z
1787833426449-82a1b91cee6cb,JUBLFOOD,BUY,10,2974.17,29741.7,2996.13,0,2026-08-27T12:23:46.449Z
1787833426449-d8ba69c3d6e508,WIPRO,BUY,8,599.24,4793.92,593.96,0,2026-08-27T12:23:46.449Z
1787833426449-a32ea65d2781e,SGBMAY29,SELL,7,4703.22,32922.54,4703.01,1.47,2026-08-27T12:23:46.449Z
1787833426449-027e2048268d28,M&M,BUY,1,814.03,814.03,792.54,0,2026-08-27T12:23:46.449Z
1787833426449-c248be4944541,SBIN,SELL,2,449.49,898.98,442.73,13.52,2026-08-27T12:23:46.449Z
1787833426449-d0b0b201ac31d8,BHARTIARTL,BUY,15,561,8415,557.31,0,2026-08-27T12:23:46.449Z
1787833426449-17d21a793700e8,TATAPOWER,BUY,10,125.13,1251.3,124.59,0,2026-08-27T12:23:46.449Z
1787833426449-169515c0f41ea,HDFCBANK,SELL,1,1516.24,1516.24,1519.34,-3.1,2026-08-27T12:23:46.449Z
1787833426449-10c76fff79d3f,SBIN,BUY,15,448.8,6732,442.73,0,2026-08-27T12:23:46.449Z
1787833426449-996556245a31d8,HINDUNILVR,SELL,5,2449.47,12247.35,2436.55,64.6,2026-08-27T12:23:46.449Z
1787833426449-5cf476778b4d9,HDFCBANK,BUY,19,1521.44,28907.36,1519.34,0,2026-08-27T12:23:46.449Z
1787833426449-366a984fe31a9,ITC,SELL,17,199.71,3395.07,203.05,-56.78,2026-08-27T12:23:46.449Z
1787833426449-fe4e28cb94b03,SBIN,SELL,10,448.88,4488.8,442.02,68.6,2026-08-27T12:23:46.449Z
1787833426449-34bcc98c5e66b,ITC,BUY,9,200.22,1801.98,203.05,0,2026-08-27T12:23:46.449Z
1787833426449-cef2e4ebfd99b8,EVEREADY,BUY,15,330.53,4957.95,324.4,0,2026-08-27T12:23:46.449Z
1787833426449-5e8ca6c737aca8,TATAPOWER,BUY,14,124.85,1747.9,124.56,0,2026-08-27T12:23:46.449Z
1787833426449-44f53c7ee72b58,INFY,BUY,7,1529.56,10706.92,1533.74,0,2026-08-27T12:23:46.449Z
1787833426449-a20463e1af8de8,WIPRO,BUY,17,600.21,10203.57,593.74,0,2026-08-27T12:23:46.449Z
1787833426449-b7127f4591d64,HDFCBANK,BUY,6,1519.46,9116.76,1518.67,0,2026-08-27T12:23:46.449Z
1787833426449-5fabd3a690cdb,BHARTIARTL,BUY,3,563.7,1691.1,556.8,0,2026-08-27T12:23:46.449Z
1787833426449-9edfc61a25f3a8,KPITTECH,BUY,18,265.78,4784.04,264.64,0,2026-08-27T12:23:46.449Z
1787833426449-f2b66c8911308,SBIN,BUY,17,449.76,7645.92,442.02,0,2026-08-27T12:23:46.449Z
1787833426449-ea2ae04f7e0fb,SGBMAY29,BUY,12,4709.02,56508.24,4703.01,0,2026-08-27T12:23:46.449Z
1787833426449-d7235239fd8ac,ONGC,SELL,5,116.86,584.3,117.44,-2.9,2026-08-27T12:23:46.449Z
1787833426449-26bb4dffee9df8,QUICKHEAL,BUY,17,315.76,5367.92,314.16,0,2026-08-27T12:23:46.449Z
1787833426449-303f7d177170e,RELIANCE,BUY,11,2019.53,22214.83,2016.61,0,2026-08-27T12:23:46.449Z
1787833426449-b3c78c8eade398,JUBLFOOD,BUY,13,2992.21,38898.73,2997.56,0,2026-08-27T12:23:46.449Z
1787833426449-d482f8db45a37,QUICKHEAL,BUY,11,315.36,3468.96,313.98,0,2026-08-27T12:23:46.449Z
1787833426449-abba181de8f82,INFY,BUY,16,1532.12,24513.92,1534.44,0,2026-08-27T12:23:46.449Z
1787833426448-e3e9bc8c9430d8,QUICKHEAL,SELL,2,315.05,630.1,313.87,2.36,2026-08-27T12:23:46.448Z
1787833426448-39ffaf9da2d16,QUICKHEAL,BUY,10,316.49,3164.9,313.87,0,2026-08-27T12:23:46.448Z
1787833426448-fed858c070a,WIPRO,BUY,18,599.06,10783.08,593.11,0,2026-08-27T12:23:46.448Z
1787833426448-6a2484bdb324b8,HDFCBANK,BUY,9,1514.84,13633.56,1518.58,0,2026-08-27T12:23:46.448Z
1787833426448-499b9af8235078,BHARTIARTL,BUY,5,561.56,2807.8,556.6,0,2026-08-27T12:23:46.448Z
1787833426448-3e86525ba5187,BHARTIARTL,SELL,18,565.65,10181.7,556.35,167.4,2026-08-27T12:23:46.448Z
1787833426448-cc24bd5554db8,SBIN,BUY,18,449.89,8098.02,440.93,0,2026-08-27T12:23:46.448Z
1787833426448-516b092bdbc6,RELIANCE,BUY,12,2010.04,24120.48,2016.32,0,2026-08-27T12:23:46.448Z
1787833426448-de54481311db3,M&M,BUY,12,809.59,9715.08,792.45,0,2026-08-27T12:23:46.448Z
1787833426448-d402a766e9938,KPITTECH,SELL,15,264.56,3968.4,264.45,1.65,2026-08-27T12:23:46.448Z
1787833426448-41547788df15f8,ITC,SELL,3,200.27,600.81,203.16,-8.67,2026-08-27T12:23:46.448Z
1787833426448-efae1edf234a18,JUBLFOOD,BUY,11,2991.24,32903.64,2998.06,0,2026-08-27T12:23:46.448Z
1787833426448-0034de8ca5d6b8,BHARTIARTL,BUY,5,563.03,2815.15,556.35,0,2026-08-27T12:23:46.448Z
1787833426448-8281b28caaa2d,WIPRO,BUY,14,596.05,8344.7,592.42,0,2026-08-27T12:23:46.448Z
1787833426448-088514fa976a1,EVEREADY,BUY,4,330.69,1322.76,323.53,0,2026-08-27T12:23:46.448Z
1787833426448-0fd347a4fdeb3,ITC,BUY,19,198.98,3780.62,203.16,0,2026-08-27T12:23:46.448Z
1787833426448-afefe14426847,SGBMAY29,BUY,4,4675.21,18700.84,4702.56,0,2026-08-27T12:23:46.448Z
1787833426448-306a3a2e820ad8,TCS,SELL,16,3242.98,51887.68,3225.69,276.64,2026-08-27T12:23:46.448Z
1787833426448-2cee8b3d623cd,M&M,BUY,17,807.62,13729.54,791.59,0,2026-08-27T12:23:46.448Z
1787833426448-295c808f6929f8,QUICKHEAL,BUY,3,315.96,947.88,313.67,0,2026-08-27T12:23:46.448Z
